History Key,Source,Provider,Programme,Call ID,Topic ID,Title,Type,URL,Opened,Deadline,First Seen,Last Seen,Seen Snapshots,Seen Count,Currently Matched,Last Status,Last Urgency,Last Days,Score,Matched Terms,Theme
esa osip|bc8bda98c5063690766d533370779552|3523813410393072843|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410393072843&useraction=browse&templatename=&documentid=bc8bda98c5063690766d533370779552|bsgn agri-food accelerator open call,ESA OSIP,European Space Agency,ESA OSIP,bc8bda98c5063690766d533370779552,3523813410393072843,BSGN Agri-Food Accelerator Open Call,OSIP Campaign,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410393072843&userAction=Browse&templateName=&documentId=bc8bda98c5063690766d533370779552,,2027-01-09,2026-09-11,2026-09-11,2026-09-11,1,yes,Submission,GREEN - due >45 days,120,12,"agri-food, agrifood, earth, open call, science","BSGN Agri-Food Accelerator Open Call 🌱 The Open Call for the ESA BSGN Agrifood Industry Accelerator is Now Open! 🚀Whether you're developing the next generation of food technologies, alternative proteins, sustainable packaging, precision fermentation, plant science or biotechnology, this is your chance to explore how microgravity can accelerate innovation 🛰️. Access expert support, business acceleration and ESA co-funding to transform bold ideas into commercial opportunities for Earth. 🌍 1 Submission Ends in 4 months Go to Campaign"
esa osip|348122ef3b562fab48fe3e3b4ef3e109|3523813410390354412|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410390354412&useraction=browse&templatename=&documentid=348122ef3b562fab48fe3e3b4ef3e109|civil security from space programme - open call for proposals,ESA OSIP,European Space Agency,ESA OSIP,348122ef3b562fab48fe3e3b4ef3e109,3523813410390354412,Civil Security from Space programme - Open Call for Proposals,OSIP Channel,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410390354412&userAction=Browse&templateName=&documentId=348122ef3b562fab48fe3e3b4ef3e109,,,2026-09-10,2026-09-10,2026-09-10,1,no,Submission,BLUE - open channel/no fixed deadline,,6,"civil security, open call, security",Civil Security from Space programme - Open Call for Proposals Submit your ideas (Outline Proposals) for activities in response to the permanent Open Call for Proposals for the Civil Security from Space Programme 17 Submissions
esa osip|348122ef3b562fab48fe3e3b4ef3e109|3523813410393072847|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410393072847&useraction=browse&templatename=&documentid=348122ef3b562fab48fe3e3b4ef3e109|civil security from space programme - open call for proposals,ESA OSIP,European Space Agency,ESA OSIP,348122ef3b562fab48fe3e3b4ef3e109,3523813410393072847,Civil Security from Space programme - Open Call for Proposals,OSIP Channel,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410393072847&userAction=Browse&templateName=&documentId=348122ef3b562fab48fe3e3b4ef3e109,,,2026-09-11,2026-09-11,2026-09-11,1,yes,Submission,BLUE - open channel/no fixed deadline,,6,"civil security, open call, security",Civil Security from Space programme - Open Call for Proposals Submit your ideas (Outline Proposals) for activities in response to the permanent Open Call for Proposals for the Civil Security from Space Programme 17 Submissions
esa osip|b538d683877079706fb1088220876218|3523813410390354412|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410390354412&useraction=browse&templatename=&documentid=b538d683877079706fb1088220876218|future pnt demonstrators: call for ideas,ESA OSIP,European Space Agency,ESA PNT / OSIP,b538d683877079706fb1088220876218,3523813410390354412,Future PNT Demonstrators: Call for Ideas,OSIP Channel,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410390354412&userAction=Browse&templateName=&documentId=b538d683877079706fb1088220876218,,,2026-09-10,2026-09-10,2026-09-10,1,no,Submission,BLUE - open channel/no fixed deadline,,12,"call for ideas, earth, open call, pnt, research, satellite","Future PNT Demonstrators: Call for Ideas Want to help shaping the future of Satellite Navigation? We want to hear YOUR ideas! ESA is issuing this open call for ideas on Future Navigation Demonstrators to transform Positioning, Navigation and Timing (PNT) capabilities on Earth, Moon, Mars and beyond. Anyone is encouraged to submit ideas from research institutes and companies to any entities interested. This is a permanent open call and ideas can be submitted any time. Consolidation & selection process is conducted periodically. Ideas submitted prior to 30th September 2026 may be considered in the upcoming process. 8 Submissions"
esa osip|b538d683877079706fb1088220876218|3523813410393072847|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410393072847&useraction=browse&templatename=&documentid=b538d683877079706fb1088220876218|future pnt demonstrators: call for ideas,ESA OSIP,European Space Agency,ESA PNT / OSIP,b538d683877079706fb1088220876218,3523813410393072847,Future PNT Demonstrators: Call for Ideas,OSIP Channel,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410393072847&userAction=Browse&templateName=&documentId=b538d683877079706fb1088220876218,,,2026-09-11,2026-09-11,2026-09-11,1,yes,Submission,BLUE - open channel/no fixed deadline,,12,"call for ideas, earth, open call, pnt, research, satellite","Future PNT Demonstrators: Call for Ideas Want to help shaping the future of Satellite Navigation? We want to hear YOUR ideas! ESA is issuing this open call for ideas on Future Navigation Demonstrators to transform Positioning, Navigation and Timing (PNT) capabilities on Earth, Moon, Mars and beyond. Anyone is encouraged to submit ideas from research institutes and companies to any entities interested. This is a permanent open call and ideas can be submitted any time. Consolidation & selection process is conducted periodically. Ideas submitted prior to 30th September 2026 may be considered in the upcoming process. 12 Submissions"
esa osip|5e08d5c5e7528221c047d0ce2ffc9c7c|3523813410390354412|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410390354412&useraction=browse&templatename=&documentid=5e08d5c5e7528221c047d0ce2ffc9c7c|navisp element 3: support member states,ESA OSIP,European Space Agency,ESA PNT / OSIP,5e08d5c5e7528221c047d0ce2ffc9c7c,3523813410390354412,NAVISP Element 3: Support Member States,OSIP Channel,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410390354412&userAction=Browse&templateName=&documentId=5e08d5c5e7528221c047d0ce2ffc9c7c,,,2026-09-10,2026-09-10,2026-09-10,1,no,Open / check source,BLUE - open channel/no fixed deadline,,6,"data, pnt, research","NAVISP Element 3: Support Member States The Agency is calling on industry, research institutions and public authorities to submit their ideas to support, innovate and accelerate the use of positioning, navigation and timing (PNT) data in various national strategies. 40 Submissions"
esa osip|5e08d5c5e7528221c047d0ce2ffc9c7c|3523813410393072847|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410393072847&useraction=browse&templatename=&documentid=5e08d5c5e7528221c047d0ce2ffc9c7c|navisp element 3: support member states,ESA OSIP,European Space Agency,ESA PNT / OSIP,5e08d5c5e7528221c047d0ce2ffc9c7c,3523813410393072847,NAVISP Element 3: Support Member States,OSIP Channel,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410393072847&userAction=Browse&templateName=&documentId=5e08d5c5e7528221c047d0ce2ffc9c7c,,,2026-09-11,2026-09-11,2026-09-11,1,yes,Open / check source,BLUE - open channel/no fixed deadline,,6,"data, pnt, research","NAVISP Element 3: Support Member States The Agency is calling on industry, research institutions and public authorities to submit their ideas to support, innovate and accelerate the use of positioning, navigation and timing (PNT) data in various national strategies. 40 Submissions"
esa osip|747bfd71b9e0c073783eb1b67ba0116e|3523813410390354408|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410390354408&useraction=browse&templatename=&documentid=747bfd71b9e0c073783eb1b67ba0116e|sustainability × space: identifying technological conundrums worth solving,ESA OSIP,European Space Agency,ESA OSIP,747bfd71b9e0c073783eb1b67ba0116e,3523813410390354408,Sustainability × Space: Identifying Technological Conundrums Worth Solving,OSIP Campaign,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410390354408&userAction=Browse&templateName=&documentId=747bfd71b9e0c073783eb1b67ba0116e,,,2026-09-10,2026-09-10,2026-09-10,1,no,Submission,BLUE - open channel/no fixed deadline,,6,"data, research, sustainability","Sustainability × Space: Identifying Technological Conundrums Worth Solving In collaboration with ESA, the Phi-Lab at ESA’s European Space Deep-Tech Innovation Centre is calling for ideas (not research proposals) for technological challenges or “conundrums” at the intersection of space and sustainability, with a particular emphasis on technology convergence by combining the deep-tech areas Quantum, Materials, and Data. In this call, convergence is specifically understood as the integration of technologies with the potential to unlock new commercially viable systems or services, not just technical co-evolution. Submissions should identify technological conundrums that act as critical bottlenecks to the emergence of commercially viable capabilities based on such technology convergence. A strong submission clearly indicates a plausible context of use, the type of commercial service or system"
esa osip|747bfd71b9e0c073783eb1b67ba0116e|3523813410393072843|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410393072843&useraction=browse&templatename=&documentid=747bfd71b9e0c073783eb1b67ba0116e|sustainability × space: identifying technological conundrums worth solving,ESA OSIP,European Space Agency,ESA OSIP,747bfd71b9e0c073783eb1b67ba0116e,3523813410393072843,Sustainability × Space: Identifying Technological Conundrums Worth Solving,OSIP Campaign,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410393072843&userAction=Browse&templateName=&documentId=747bfd71b9e0c073783eb1b67ba0116e,,,2026-09-11,2026-09-11,2026-09-11,1,yes,Submission,BLUE - open channel/no fixed deadline,,6,"data, research, sustainability","Sustainability × Space: Identifying Technological Conundrums Worth Solving In collaboration with ESA, the Phi-Lab at ESA’s European Space Deep-Tech Innovation Centre is calling for ideas (not research proposals) for technological challenges or “conundrums” at the intersection of space and sustainability, with a particular emphasis on technology convergence by combining the deep-tech areas Quantum, Materials, and Data. In this call, convergence is specifically understood as the integration of technologies with the potential to unlock new commercially viable systems or services, not just technical co-evolution. Submissions should identify technological conundrums that act as critical bottlenecks to the emergence of commercially viable capabilities based on such technology convergence. A strong submission clearly indicates a plausible context of use, the type of commercial service or system"
esa osip|46964afd40f942cec732691cab63bcd6|3523813410390354408|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410390354408&useraction=browse&templatename=&documentid=46964afd40f942cec732691cab63bcd6|sysnova campaign on fast asteroid reconnaissance mission concepts,ESA OSIP,European Space Agency,ESA OSIP,46964afd40f942cec732691cab63bcd6,3523813410390354408,Sysnova Campaign on Fast Asteroid Reconnaissance Mission concepts,OSIP Campaign,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410390354408&userAction=Browse&templateName=&documentId=46964afd40f942cec732691cab63bcd6,,,2026-09-10,2026-09-10,2026-09-10,1,no,Submission,BLUE - open channel/no fixed deadline,,3,"earth, research","Sysnova Campaign on Fast Asteroid Reconnaissance Mission concepts ESA is challenging industry and research communities to rethink asteroid reconnaissance: smaller spacecraft, faster implementation, lower cost, and mission architectures designed for repeatable planetary defence response. The goal is to move from one-off deep-space missions towards a flexible capability that can be launched quickly when Earth needs it most. 13 Submissions Ends in 6 hours Go to Campaign"
esa osip|46964afd40f942cec732691cab63bcd6|3523813410393072843|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410393072843&useraction=browse&templatename=&documentid=46964afd40f942cec732691cab63bcd6|sysnova campaign on fast asteroid reconnaissance mission concepts,ESA OSIP,European Space Agency,ESA OSIP,46964afd40f942cec732691cab63bcd6,3523813410393072843,Sysnova Campaign on Fast Asteroid Reconnaissance Mission concepts,OSIP Campaign,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410393072843&userAction=Browse&templateName=&documentId=46964afd40f942cec732691cab63bcd6,,,2026-09-11,2026-09-11,2026-09-11,1,yes,Submission,BLUE - open channel/no fixed deadline,,3,"earth, research","Sysnova Campaign on Fast Asteroid Reconnaissance Mission concepts ESA is challenging industry and research communities to rethink asteroid reconnaissance: smaller spacecraft, faster implementation, lower cost, and mission architectures designed for repeatable planetary defence response. The goal is to move from one-off deep-space missions towards a flexible capability that can be launched quickly when Earth needs it most. 19 Submissions Go to Campaign"
esa osip|ea0e1fd289bd5f4f9a47138cc6791b2e|3523813410390354412|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410390354412&useraction=browse&templatename=&documentid=ea0e1fd289bd5f4f9a47138cc6791b2e|visiting researchers – access to esa labs and expertise for your research projects,ESA OSIP,European Space Agency,ESA OSIP,ea0e1fd289bd5f4f9a47138cc6791b2e,3523813410390354412,Visiting researchers – access to ESA labs and expertise for your research projects,OSIP Channel,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410390354412&userAction=Browse&templateName=&documentId=ea0e1fd289bd5f4f9a47138cc6791b2e,,,2026-09-10,2026-09-10,2026-09-10,1,no,Open / check source,BLUE - open channel/no fixed deadline,,2,research,Visiting researchers – access to ESA labs and expertise for your research projects Do you have a funded research project and think that you might benefit from ESA labs and/or expertise by joining as a visiting researcher? Submit your project here! 76 Submissions
esa osip|ea0e1fd289bd5f4f9a47138cc6791b2e|3523813410393072847|https://ideas.esa.int/core/servlet/hype/imt?documenttableid=3523813410393072847&useraction=browse&templatename=&documentid=ea0e1fd289bd5f4f9a47138cc6791b2e|visiting researchers – access to esa labs and expertise for your research projects,ESA OSIP,European Space Agency,ESA OSIP,ea0e1fd289bd5f4f9a47138cc6791b2e,3523813410393072847,Visiting researchers – access to ESA labs and expertise for your research projects,OSIP Channel,https://ideas.esa.int/core/servlet/hype/IMT?documentTableId=3523813410393072847&userAction=Browse&templateName=&documentId=ea0e1fd289bd5f4f9a47138cc6791b2e,,,2026-09-11,2026-09-11,2026-09-11,1,yes,Open / check source,BLUE - open channel/no fixed deadline,,2,research,Visiting researchers – access to ESA labs and expertise for your research projects Do you have a funded research project and think that you might benefit from ESA labs and/or expertise by joining as a visiting researcher? Submit your project here! 76 Submissions
esa-star|1-13533|187334|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187334|a physically-based multi-timescale modelling framework of dynamic vegetation signals for sar - expro plus,ESA-star,ESA,,1-13533,187334,A PHYSICALLY-BASED MULTI-TIMESCALE MODELLING FRAMEWORK OF DYNAMIC VEGETATION SIGNALS FOR SAR - EXPRO PLUS,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187334,2026-07-16,2026-09-17,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,RED - due <=7 days,6,2,"sar, validation","The objective of this activity is to develop a physically-based framework that describes and simulates the temporal variation and fluctuations of the scattered SAR signal induced by vegetation. To achieve this, the Contractor shall define such framework and its architecture, along with the necessary interfaces, the different components, and the expected inputs and outputs, focusing on representing the scattering of SAR signals by vegetated land surfaces. The framework shall be modular and applicable to a wide range of present and future missions and scenarios, and shall allow the use and intercomparison of different modelling approaches. It shall be designed to:1. cover multiple frequencies"
esa-star|1-13529|187386|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187386|ai-powered autonomous satellites for threat detection and mitigation (artes 4.0 spl 4s 3d.038) - expro+,ESA-star,ESA,,1-13529,187386,AI-POWERED AUTONOMOUS SATELLITES FOR THREAT DETECTION AND MITIGATION (ARTES 4.0 SPL 4S 3D.038) - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187386,2026-07-06,2026-09-18,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,RED - due <=7 days,7,9,"ai, autonomous, edge, satellite, security, validation","Objective: The objective is to develop and validate an AI-powered autonomous satellite system capable of real-time threat detectionand mitigation targeting LEO constellations. This will reducereliance on ground-based monitoring and improve resilience in satellite operations.TargetedImprovements: - 50% improvement in real-time threat detection latency / delay over ground-based solutions.-60% reduction in response time using AI-initiated autonomous countermeasures.- Development of a simulator for cyber, RF and physical attacks, enabling validation of AI-based countermeasure/mitigation solutionsintroducing a novel capability in ESA MS.Description: Current satellite security solutions depend on"
esa-star|1-13542|187349|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187349|navisp-el1-124-optimisation of pvt engines for leo measurement diversity - expro+,ESA-star,ESA,,1-13542,187349,NAVISP-EL1-124-OPTIMISATION OF PVT ENGINES FOR LEO MEASUREMENT DIVERSITY - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187349,2026-07-06,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,ORANGE - due <=14 days,11,2,ai,"This activity focuses on designing and optimizing Position, Velocity, and Time (PVT) engines specifically for LEO-based PNT systems. It aims to exploit the unique measurement diversity offered by LEO satellites, such as multipath whitening, Doppler utilization, and rapid LOS/NLOS transitions. Two approaches will be developed and compared: a conventional Kalman filter-based design and an AI/ML-based design to handle unexpected LEO measurement behaviours. The study will include state-of-the-art review, algorithm development, and benchmarking against traditional MEO GNSS-based engines. Field measurement campaigns will validate performance and inform a roadmap for commercialization. For more inf"
esa-star|1-13468|187965|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187965|h2.2/2022/005 - s5p-frm4doas central processing,ESA-star,ESA,,1-13468,187965,H2.2/2022/005 - S5P-FRM4DOAS CENTRAL PROCESSING,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187965,2026-07-17,2026-09-24,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,ORANGE - due <=14 days,13,8,"air quality, processing, quality, remote sensing, satellite, validation","MAX-DOAS spectrometers are ground-based remote sensing instruments operating in the UV-visible spectral range and widely used for air quality observations.Through dedicated ESA activities, MAX-DOAS has been incorporated into the Fiducial Reference Measurements (FRM) framework, with the aim of harmonising instrumentation and data processing. This has led to the definition of best practices for instrument operation and the development of a prototype centralised processing system capable of delivering near-real-time data. This system was successfully demonstrated in the FRM4DOAS project.For routine satellite validation, such as for Sentinel-5 Precursor, timely and operational access to high-qua"
esa-star|1-13553|187954|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187954|adha software architecture - expro+,ESA-star,ESA,,1-13553,187954,ADHA SOFTWARE ARCHITECTURE - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187954,2026-07-30,2026-09-25,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,ORANGE - due <=14 days,14,3,"on-board, satellite","Objective: To develop a complete Software product portfolio of building blocks facilitating the integration of ADHA platforms in Mid-size LEO satellite platforms.Description: The Advanced Data Handling Architecture (ADHA) has been developed as a set of hardware components with standardized communication interfaces. Previous work has focused on the hardware aspects, but the current situation highlights the need for a robust software stack to support ADHA in space missions, in particular mid-sized LEO satellites. The main concern is to ensure that enough software components are ready for use in flight and developed using modern, modular techniques to enhance compatibility and performance. This"
esa-star|1-13578|189172|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/189172|navisp el1-120 resilient pnt critical national infrastructure validation test bench - expro+,ESA-star,ESA,,1-13578,189172,NAVISP EL1-120 RESILIENT PNT CRITICAL NATIONAL INFRASTRUCTURE VALIDATION TEST BENCH - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/189172,2026-07-29,2026-09-25,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,ORANGE - due <=14 days,14,4,"learning, training, validation","This activity aims to develop a validation test bench for assessing resilience of PNT systems integrated into Critical National Infrastructure (CNI). It will survey typical CNIs and define use cases involving GNSS-based timing and positioning. The test bench willinject signal impairments, including jamming and spoofing, and measure performance impacts. Additional outputs include a machine-learning training database for interference detection, independent FTA/FMECA analyses, and a searchable Lessons Learned database. The goal is to enable CNI operators to prepare for, act during, and recover from PNT disruptions. For more info, visit https://navisp.esa.int/opportunity"
esa-star|1-13500|187379|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187379|hydron resilience: security aspects of networks interoperability (artes 4.0 sl spl 3a.240) expro+,ESA-star,ESA,,1-13500,187379,HYDRON RESILIENCE: SECURITY ASPECTS OF NETWORKS INTEROPERABILITY (ARTES 4.0 SL SPL 3A.240) EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187379,2026-05-29,2026-09-30,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,AMBER - due <=30 days,19,5,"civil security, earth observation, security","Objective:The objective of this study is to assess the feasibility of applying Common Criteria framework (or equivalent) to guarantee compatible security mechanisms with HydRON (High-throughput Optical Network).Targeted Improvements:To achieve security interoperability of HydRON with other networks with a clear protection profile definition in line with international standards.Description:Multiple constellations are expected to be developed in the coming years, addressing different applications, like navigation, Earth Observation and communications as well as defence. Each constellation will be optimized for the target application, in terms of technologies, coverage, but also security functi"
esa-star|1-13503|187357|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187357|quantum-enabled pnt demonstrator phases 0/a/b1,ESA-star,ESA,,1-13503,187357,QUANTUM-ENABLED PNT DEMONSTRATOR PHASES 0/A/B1,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187357,2026-05-27,2026-09-30,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,AMBER - due <=30 days,19,3,"onboard, processing","This activity aims to prepare a future in-orbit demonstrator of novel Positioning, Navigation and Timing (PNT) concepts based on quantum technologies. The study will investigate the integration of quantum inertial sensors, advanced timing techniques, including optical clocks, and hybrid navigation architectures combining quantum and classical sensors.Emphasis will be placed on system resilience, autonomy and GNSS-independent navigation including applications in Earth orbit and beyond. The activity will include system-level definition, performance assessment and critical pre-developments, including sensor fusion and onboard processing techniques.The objective is to mature concepts and associa"
esa-star|1-13532|187330|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187330|aurion advancing understanding through research and industry-oriented co-design of new missions - expro plus,ESA-star,ESA,,1-13532,187330,AURION ADVANCING UNDERSTANDING THROUGH RESEARCH AND INDUSTRY-ORIENTED CO-DESIGN OF NEW MISSIONS - EXPRO PLUS,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187330,2026-07-02,2026-10-01,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,AMBER - due <=30 days,20,3,"earth observation, processing","AURION aims to establish a structured pre-Phase-0 co-design environment in which scientific ambition and industrial feasibility aredeveloped concurrently to define credible, innovative Earth Observation mission concepts.The activity targets mission concepts at SRL =3 that have not previously been assessed within ESA, and enables their maturation through joint science-industry system-level design, including early assessment of technical feasibility, cost drivers, and programmatic viability.AURION studies are characterised by:Joint science-industry leadership (mandatory co-design) Concurrent SRL and TRL maturationFocus on novel mission concepts, not incremental extensions Early integration of"
esa-star|1-13613|190753|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/190753|establishment of a greenhouse gas emissions baseline for the european space sector - expro+,ESA-star,ESA,,1-13613,190753,ESTABLISHMENT OF A GREENHOUSE GAS EMISSIONS BASELINE FOR THE EUROPEAN SPACE SECTOR - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190753,2026-09-03,2026-10-05,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,AMBER - due <=30 days,24,3,greenhouse gas,"The aim of this activity is to establish a robust and validated greenhouse gas emissions baseline for the European space sector in support of ESA's broader decarbonisation roadmap. The work includes defining the sector scope and system boundaries, developing a harmonised accounting methodology, collecting and consolidating data from relevant stakeholders, quantifying emissions for a referenceyear, validating results, and preparing outputs that can directly inform future decarbonisation actions, target-setting, and strategic decision-making across the sector."
esa-star|1-13684|193754|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/193754|teaching material about measurement control command (mcc) system - expro+,ESA-star,ESA,,1-13684,193754,TEACHING MATERIAL ABOUT MEASUREMENT CONTROL COMMAND (MCC) SYSTEM - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193754,2026-09-09,2026-10-07,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,AMBER - due <=30 days,26,2,training,"The objective of this activity is to consolidate the knowledge related to the current MCC architecture, functions and operational principles into structured technical documentation and training material suitable for engineers, newcomers and future development activities.It is answering to a request initiated by a Test Bench Operator Workshop, from the ESA Test Bench Operators but also other test bench operators"
esa-star|1-13617|190745|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/190745|impact-10: scientific and socio-economic impact assessment of early earth observation science activities- expro plus,ESA-star,ESA,,1-13617,190745,IMPACT-10: SCIENTIFIC AND SOCIO-ECONOMIC IMPACT ASSESSMENT OF EARLY EARTH OBSERVATION SCIENCE ACTIVITIES- EXPRO PLUS,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190745,2026-07-30,2026-10-14,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,GREEN - due >30 days,33,3,"earth observation, eo","IMPACT 10 is an ESA Earth Observation activity aimed at assessing and demonstrating the scientific and socio economic value generated by selected activities of the Earth and Mission Science Division (EOP SM). It focuses on scientific studies, mission science contributions, and programme enabling work supporting future EO missions. It also covers a new branch of ""Future Science"" activities. Within EOP SM, ""Future Science"" refers to forward looking science studies aligned with the ESA EO Science Strategy. These studies are designed to address fundamental Earth system science gaps that are not covered by current or planned missions. They therefore go beyond the scope of existing Science Plans a"
esa-star|1-13616|190264|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/190264|egv-pilot: geodetic foundations for future earth observation - expro plus,ESA-star,ESA,,1-13616,190264,EGV-PILOT: GEODETIC FOUNDATIONS FOR FUTURE EARTH OBSERVATION - EXPRO PLUS,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190264,2026-07-31,2026-10-15,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,GREEN - due >30 days,34,6,"earth observation, eo, futureeo","EGV Pilot is an ESA pilot study aimed at structuring, mapping and assessing the geodetic foundations required to support future Earth Observation missions and Earth system science. The activity focuses on the role of geodetic observations and products as foundational enablers for Earth system monitoring, mission preparation, and the generation of long term geodetic data records. It builds on internationally coordinated developments on Essential Geodetic Variables (EGVs), in particular within GGOS and IAG, and translates these advances into an ESA-relevant framework aligned with the Earth Observation Science Strategy (EOSS), FutureEO missions, and other ESA programmatic elements. The study wi"
esa-star|1-13648|192543|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/192543|sadrr1: user engagement and capacity building,ESA-star,ESA,,1-13648,192543,SADRR1: USER ENGAGEMENT AND CAPACITY BUILDING,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192543,2026-09-02,2026-10-15,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,GREEN - due >30 days,34,7,"capacity building, disaster, earth observation, eo","This tender covers stakeholder and user engagement, coordination, requirements consolidation, communication and capacity building relating to the development of Earth Observation (EO) services for climate change adaptation and disaster risk reduction in Bangladesh, Bhutan, India, the Maldives, Nepal, Pakistan and Sri Lanka. It is one of two tenders being implemented as part of the 'Support toDisaster Risk Reduction through Earth Observation and Climate Services in South Asia' (SADRR) initiative (2026-2029), which is being carried out in partnership with the Coalition for Disaster Resilient Infrastructure (CDRI), and funded by the Directorate-General for International Partnerships (DG INTPA)"
esa-star|1-13650|192542|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/192542|sadrr2: eo product and framework development,ESA-star,ESA,,1-13650,192542,SADRR2: EO PRODUCT AND FRAMEWORK DEVELOPMENT,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192542,2026-09-02,2026-10-15,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,GREEN - due >30 days,34,5,"disaster, earth observation, eo","This tender covers the development of products and frameworks for users and stakeholders of Earth Observation (EO) services for climate change adaptation and disaster risk reduction in Bangladesh, Bhutan, India, the Maldives, Nepal, Pakistan and Sri Lanka. This tender is one of two being implemented as part of the 'Support to Disaster Risk Reduction through Earth Observation and Climate Services in South Asia' (SADRR) initiative (2026-2029). The initiative is being carried out in partnership with the Coalition for Disaster Resilient Infrastructure (CDRI) and is funded by the Directorate-General for International Partnerships (DG INTPA) as part of the Global Gateway initiative."
